gmap_id1,address1,avg_rating1,latitude1,longitude1,name1,main_category1,description1,state1,url1,num_of_reviews1,price1,first_main_category1,region1,city1,hash_tag1
0x80dcacc71d9974a7:0x66867aeec4d42b9a,"Sundowners Family Restaurant, 1131 S E St, San Bernardino, CA 92408",4.5,34.0807265,-117.29325899999999,Sundowners Family Restaurant,Food & Beverage,Cash-only cafeteria-style venue offering American comfort fare in a nostalgic environment.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcacc71d9974a7:0x66867aeec4d42b9a?authuser=-1&hl=en&gl=us,2822,1.0,Food & Beverage,California,San Bernardino,['Family restaurant' 'Restaurant']
0x80c3284d3f3b98af:0xb86641c25c640b39,"Trophy West Covina Nissan Dealership, 205 N Citrus St, West Covina, CA 91791",4.2,34.074072,-117.89120199999999,Trophy West Covina Nissan Dealership,"Service, Retail",,Closes soon ⋅ 5PM ⋅ Opens 7AM Mon,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3284d3f3b98af:0xb86641c25c640b39?authuser=-1&hl=en&gl=us,1216,,Retail,California,Covina,['Nissan dealer' 'Auto parts store' 'Auto repair shop']
0x80dd313c5c39586f:0x43eca0c0d599585a,"Pier 76 Fish Grill, 95 Pine Ave, Long Beach, CA 90802",4.5,33.7678249,-118.19254579999999,Pier 76 Fish Grill,Food & Beverage,"Airy, industrial-chic eatery presenting a focused menu of seasonal American seafood & craft beers.",Closed ⋅ Opens 11AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd313c5c39586f:0x43eca0c0d599585a?authuser=-1&hl=en&gl,1198,2.0,Food & Beverage,California,Long Beach,['Seafood restaurant']
0x80dd33d73317461d:0x5844c7431eafbdfb,"Black Bear Diner Signal Hill, 1898 E Willow St, Signal Hill, CA 90755",4.4,33.804103,-118.16898099999999,Black Bear Diner Signal Hill,Food & Beverage,Down-home chain serving all-day American comfort food & desserts in a woodsy setting.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd33d73317461d:0x5844c7431eafbdfb?authuser=-1&hl=en&gl=us,2329,2.0,Food & Beverage,California,other,['American restaurant' 'Breakfast restaurant' 'Diner']
0x80dcd8066bc4ffad:0x659d63c3575d5279,"Denny's, 13302 Harbor Blvd, Garden Grove, CA 92843",4.0,33.769590799999996,-117.9200812,Denny's,Food & Beverage,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd8066bc4ffad:0x659d63c3575d5279?authuser=-1&hl=en&gl=us,1132,1.0,Food & Beverage,California,other,['Diner' 'American restaurant' 'Breakfast restaurant']
0x80c2b6d0ab867dfd:0x677d718bedcbed3f,"Hilton Los Angeles Airport, 5711 W Century Blvd, Los Angeles, CA 90045",4.0,33.9462252,-118.3816294,Hilton Los Angeles Airport,Other,"Relaxed lodging with a free airport shuttle, plus an outdoor pool, eateries & event space.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b6d0ab867dfd:0x677d718bedcbed3f?authuser=-1&hl=en&gl,7158,,Other,California,Los Angeles,['Hotel']
0x808fca0da026ca05:0x57812d65449df7c4,"Thali, 954 E El Camino Real, Sunnyvale, CA 94087",3.8,37.351931199999996,-122.0113689,Thali,Food & Beverage,"Gujarati-style vegetarian Indian eats offered in a busy, compact room with colorful tapestry & art.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fca0da026ca05:0x57812d65449df7c4?authuser=-1&hl=en&gl=us,1344,2.0,Food & Beverage,California,Sunnyvale,['Indian restaurant']
0x80c2b12f290a0723:0x5411a4ab7725e12c,"The Habit Burger Grill, 1 World Way, Los Angeles, CA 90045",4.1,33.9428927,-118.3999164,The Habit Burger Grill,Food & Beverage,"Charbroiled burgers star at this fast-food chain also offering deli-type sandwiches, salads & fries.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b12f290a0723:0x5411a4ab7725e12c?authuser=-1&hl=en&gl=us,1231,1.0,Food & Beverage,California,Los Angeles,['Hamburger restaurant']
0x80c2db0c95b8479f:0x3c98a476bd97d7ef,"Trader Joe's, 3035 Huntington Dr, Pasadena, CA 91107",4.6,34.1278856,-118.0894848,Trader Joe's,"Food & Beverage, Retail, Healthcare","Grocery chain with a variety of signature items, plus produce, dairy & more (most sell wine & beer).",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2db0c95b8479f:0x3c98a476bd97d7ef?authuser=-1&hl=en&gl=us,1403,2.0,Food & Beverage,California,other,['Grocery store' 'Cheese shop' 'Florist']
0x808f8743f2710a15:0xd13e6b882b59e73d,"Grand Lake Theatre, 3200 Grand Ave, Oakland, CA 94610, United States",4.7,37.8115054,-122.2477279,Grand Lake Theatre,Other,"Restored 1926 movie palace with a Wurlitzer organ & themed auditoriums, screening first-run films.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f8743f2710a15:0xd13e6b882b59e73d?authuser=-1&hl=en&gl=kr,2046,,Other,California,Oakland,['Movie theater']
0x809acf8ea21b55f3:0x5ee507beb846c05f,"The Home Depot, 4641 Florin Rd, Sacramento, CA 95823",4.1,38.4973106,-121.4525165,The Home Depot,"Retail, Finance & Legal","Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809acf8ea21b55f3:0x5ee507beb846c05f?authuser=-1&hl=en&gl=us,1264,1.0,Retail,California,Sacramento,['Home improvement store' 'Appliance store' 'Bathroom supply store']
0x80c297a85dd4540d:0x71f7793fda1793b4,"Keyes Hyundai, 5746 Van Nuys Blvd, Los Angeles, CA 91401",4.6,34.1751417,-118.4481735,Keyes Hyundai,"Service, Finance & Legal",,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c297a85dd4540d:0x71f7793fda1793b4?authuser=-1&hl=en&gl=us,2708,,Service,California,Los Angeles,['Hyundai dealer' 'Auto repair shop' 'Car dealer']
0x80c2c7b447dc6ca9:0xd3e2a20bd38eb783,"SUGARFISH by sushi nozawa, 600 W 7th St Ste 150, Los Angeles, CA 90017",4.5,34.0473777,-118.2570203,SUGARFISH by sushi nozawa,Food & Beverage,"Celebrated local sushi chain serving traditional rolls & sake in a chic, intimate space.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b447dc6ca9:0xd3e2a20bd38eb783?authuser=-1&hl=en&gl=us,1288,3.0,Food & Beverage,California,Los Angeles,['Sushi restaurant' 'Asian restaurant' 'Japanese restaurant']
0x808f91d5f733e6df:0x1dbf0d4ca251b27e,"Denny's, 15015 Freedom Ave, San Leandro, CA 94578",3.8,37.7086292,-122.1240569,Denny's,Food & Beverage,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f91d5f733e6df:0x1dbf0d4ca251b27e?authuser=-1&hl=en&gl=us,1528,1.0,Food & Beverage,California,San Leandro,['Diner' 'American restaurant' 'Breakfast restaurant']
0x80d94e0816297829:0x49b71ed43c3e5c8a,"La Bella Pizza, 373 3rd Ave, Chula Vista, CA 91910, United States",4.4,32.6385438,-117.07856149999999,La Bella Pizza,Food & Beverage,Family-friendly spot for classic & specialty pizzas as well as pasta & fried appetizers since 1955.,Closed ⋅ Opens 9AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d94e0816297829:0x49b71ed43c3e5c8a?authuser=-1&hl=en&gl=kr,2248,2.0,Food & Beverage,California,Chula Vista,['Italian restaurant' 'Banquet hall' 'Caterer']
0x80dc016ac8ea7b67:0x91a4a3273756a94f,"Mt. Soledad National Veterans Memorial, 6905 La Jolla Scenic Dr S, La Jolla, CA 92037, United States",4.8,32.8398148,-117.24466989999999,Mt. Soledad National Veterans Memorial,Nature & Outdoor,"Massive cross monument honoring American veterans, with plaques telling their stories.",Open ⋅ Closes 10PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc016ac8ea7b67:0x91a4a3273756a94f?authuser=-1&hl=en&gl=kr,3286,,Nature & Outdoor,California,other,['Memorial park' 'Tourist attraction']
0x80945c7092aeb3c3:0x10e49d3c97265031,"PetSmart, 470 Shaw Ave, Clovis, CA 93612",4.4,36.8073045,-119.70432339999999,PetSmart,"Retail, Service","Chain featuring a range of pets, supplies & food (most offer grooming, boarding & other services).",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945c7092aeb3c3:0x10e49d3c97265031?authuser=-1&hl=en&gl=us,1233,,Retail,California,Clovis,['Pet supply store' 'Pet adoption service' 'Pet groomer']
0x80c2cec09f9055fb:0x748f22b9f78da261,"Hometown AYCE Marketplace, 6257 Atlantic Ave, Bell, CA 90201",3.7,33.980249799999996,-118.1874517,Hometown AYCE Marketplace,Food & Beverage,Chain outlet where American comfort food is served buffet-style in a family-friendly setting.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cec09f9055fb:0x748f22b9f78da261?authuser=-1&hl=en&gl=us,1083,2.0,Food & Beverage,California,Bell,['Buffet restaurant' 'American restaurant' 'Restaurant']
0x8090503cf0d217a7:0xfbd204c19352b85f,"Best Buy, 3900 Sisk Rd Ste B, Modesto, CA 95356",4.2,37.694973999999995,-121.064624,Best Buy,Retail,"Chain retailer with a large array of brand-name electronics, computers, appliances & more.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8090503cf0d217a7:0xfbd204c19352b85f?authuser=-1&hl=en&gl=us,3010,2.0,Retail,California,Modesto,['Electronics store' 'Appliance store' 'Computer store']
0x80c2b915feb41417:0x6fea0eeab77dd7aa,"Carl's Jr., 1005 S Fairfax Ave, Los Angeles, CA 90019",3.9,34.0579588,-118.3642301,Carl's Jr.,Food & Beverage,"Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b915feb41417:0x6fea0eeab77dd7aa?authuser=-1&hl=en&gl=us,1209,1.0,Food & Beverage,California,Los Angeles,['Fast food restaurant' 'Hamburger restaurant']
0x80dd1ffee35a10bf:0x9bead9eff4401e8a,"Baja Sharkeez, 114 Mc Fadden Pl, Newport Beach, CA 92663",4.2,33.6083417,-117.92795559999999,Baja Sharkeez,Food & Beverage,Lively bar & restaurant with simple Mexican fare plus lots of margaritas & a popular happy hour.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd1ffee35a10bf:0x9bead9eff4401e8a?authuser=-1&hl=en&gl=us,1248,2.0,Food & Beverage,California,Newport Beach,['Mexican restaurant' 'American restaurant' 'Bar']
0x80857e992731c87b:0xe91171496c4ce681,"The Butcher’s Son, 1954 University Ave, Berkeley, CA 94704",4.7,37.8715177,-122.27169819999999,The Butcher’s Son,Food & Beverage,"Charming, industrial-chic bakery & vegan deli for pastries, coffee & creative vegetable-based mains.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857e992731c87b:0xe91171496c4ce681?authuser=-1&hl=en&gl=us,1468,2.0,Food & Beverage,California,Berkeley,['Vegan restaurant' 'Meat dish restaurant']
0x80ea6c14c51dddd7:0xcf0a40bf4a179177,"FoodMaxx, 6465 Niles St, Bakersfield, CA 93306",4.2,35.3746982,-118.9337573,FoodMaxx,Retail,"Warehouse-like, discount supermarket chain offering meat, produce & groceries. Some have pharmacies.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ea6c14c51dddd7:0xcf0a40bf4a179177?authuser=-1&hl=en&gl=us,1680,,Retail,California,Bakersfield,['Grocery store']
0x80dd2b9853248c83:0xb38ee7318dca66ef,"McDonald's, 5900 Beach Blvd, Buena Park, CA 90621",3.6,33.874303,-117.99781899999999,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2b9853248c83:0xb38ee7318dca66ef?authuser=-1&hl=en&gl=us,1236,1.0,Food & Beverage,California,other,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x809b21d91d1bb695:0x5ba845c2dc56fa1e,"Creekside Town Center, Roseville, CA 95678, United States",4.2,38.773385,-121.2632579,Creekside Town Center,Retail,Outdoor mall offering a variety of nationally known chain retailers & casual eateries.,Closed ⋅ Opens 9AM Mon,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b21d91d1bb695:0x5ba845c2dc56fa1e?authuser=-1&hl=en&gl=kr,1440,,Retail,California,Roseville,['Shopping mall']
0x80dcb1fa119319bb:0x168c362b81f8f4a5,"Starbucks, 3311 Market Street, Riverside, CA 92501",4.1,33.98729,-117.372788,Starbucks,"Food & Beverage, Retail","Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcb1fa119319bb:0x168c362b81f8f4a5?authuser=-1&hl=en&gl=us,1258,2.0,Food & Beverage,California,Riverside,['Coffee shop' 'Breakfast restaurant' 'Cafe']
0x809ad0db014df837:0x9a374a80852d02ab,"The Porch Restaurant & Bar, 1815 K St, Sacramento, CA 95811",4.4,38.576226,-121.482394,The Porch Restaurant & Bar,Food & Beverage,This relaxed eatery serves familiar Southern classics that feature locally-sourced ingredients.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad0db014df837:0x9a374a80852d02ab?authuser=-1&hl=en&gl=us,1108,2.0,Food & Beverage,California,Sacramento,['Southern restaurant (US)' 'Bar']
0x80d9535a475211fb:0x16d2e94fee4a042f,"The Old Spaghetti Factory, 275 Fifth Ave, San Diego, CA 92101",4.3,32.708209,-117.15995199999999,The Old Spaghetti Factory,"Service, Food & Beverage",Family-friendly chain eatery featuring traditional Italian entrees amid turn-of-the-century decor.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9535a475211fb:0x16d2e94fee4a042f?authuser=-1&hl=en&gl=us,3012,2.0,Food & Beverage,California,San Diego,['Italian restaurant' 'Banquet hall' 'Bar']
0x80dd326a82c7ed7d:0x1567f1d1fd0e5e13,"Veterans Memorial Stadium, 5000 E Lew Davis St, Long Beach, CA 90808",4.5,33.8282503,-118.1361707,Veterans Memorial Stadium,Other,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd326a82c7ed7d:0x1567f1d1fd0e5e13?authuser=-1&hl=en&gl=us,1104,,Other,California,Long Beach,['Stadium']
0x80c2b8f9cc000001:0xff868e51e25fdb96,"Bob’s Discount Furniture and Mattress Store, 4550 W Pico Blvd Suite 305, Los Angeles, CA 90019",4.8,34.0479329,-118.3353987,Bob’s Discount Furniture and Mattress Store,Retail,"Chain retailer with a large selection of discount furniture, home accents & mattresses.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8f9cc000001:0xff868e51e25fdb96?authuser=-1&hl=en&gl=us,2168,,Retail,California,Los Angeles,['Furniture store' 'Bedroom furniture store' 'Mattress store']
0x80dcf21d3aabc67d:0x94584d8e2c37c5e0,"Doheny State Beach, 25300 Dana Point Harbor Dr, Dana Point, CA 92629",4.6,33.4631511,-117.68787689999999,Doheny State Beach,Nature & Outdoor,"Park area & beach has campsites in the southern end; volleyball, picnics & surfing up north.",Closed ⋅ Opens 6AM Sat,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcf21d3aabc67d:0x94584d8e2c37c5e0?authuser=-1&hl=en&gl,4452,,Nature & Outdoor,California,other,['Park' 'Tourist attraction']
0x80c33582db4f363d:0xb59830ece60dc5f6,"Sam's Club, 951 N Milliken Ave, Ontario, CA 91764",4.3,34.073593699999996,-117.560932,Sam's Club,Retail,"Membership-only warehouse chain selling a variety of bulk grocery items, electronics & home goods.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c33582db4f363d:0xb59830ece60dc5f6?authuser=-1&hl=en&gl=us,1294,1.0,Retail,California,Ontario,['Warehouse club' 'Electronics store' 'Liquor store']
0x80dcab7de601265f:0x59405ef2c7a4215d,"Pollo Campero - San Bernardino, 835 Harriman Pl, San Bernardino, CA 92408",4.0,34.065472,-117.268372,Pollo Campero - San Bernardino,Food & Beverage,Guatemala-born counter-serve chain specializing in fried & grilled chicken.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcab7de601265f:0x59405ef2c7a4215d?authuser=-1&hl=en&gl=us,1231,1.0,Food & Beverage,California,San Bernardino,['Chicken restaurant' 'Fried chicken takeaway' 'Restaurant']
0x80900ce270431fbd:0x63e49ac10f5c6fe5,"Ray's Chicken & Fish Mart, 939 E Bianchi Rd Suite F, Stockton, CA 95207",4.4,37.997101799999996,-121.2931193,Ray's Chicken & Fish Mart,Food & Beverage,,Closed ⋅ Opens 11AM Sun,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80900ce270431fbd:0x63e49ac10f5c6fe5?authuser=-1&hl=en&gl,1125,1.0,Food & Beverage,California,Stockton,['Seafood restaurant']
0x808fbae5974f1f73:0x41a9c29056c14571,"Zareen's, 365 California Ave, Palo Alto, CA 94306",4.6,37.4267457,-122.1440822,Zareen's,Food & Beverage,"Cozy, colorful kitchen presenting contemporary takes on classic Pakistani & Indian fare.",Closed ⋅ Opens 11AM Sun,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fbae5974f1f73:0x41a9c29056c14571?authuser=-1&hl=en&gl,2321,1.0,Food & Beverage,California,Palo Alto,['Pakistani restaurant' 'Halal restaurant' 'Indian restaurant']
0x80c2b8877a4b1429:0x4d0f7528d79e7d75,"Galleria Market, 3250 W Olympic Blvd, Los Angeles, CA 90006",4.3,34.0521926,-118.30812069999999,Galleria Market,Retail,"Large supermarket offering produce, seafood & liquor, plus Korean & Pan-Asian grocery items.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8877a4b1429:0x4d0f7528d79e7d75?authuser=-1&hl=en&gl=us,1292,,Retail,California,Los Angeles,['Korean grocery store' 'Asian grocery store' 'Supermarket']
0x80dc732848aac687:0xf9ee54ed6e554eb7,"Motel 6 Carlsbad, CA Beach, 750 Raintree Dr, Carlsbad, CA 92011",3.7,33.1049937,-117.3130281,"Motel 6 Carlsbad, CA Beach",Other,"Modern budget property with an outdoor pool & a coin laundry, plus free morning coffee & parking.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc732848aac687:0xf9ee54ed6e554eb7?authuser=-1&hl=en&gl=us,1518,,Other,California,other,['Motel' 'Hotel']
0x80832896574a2f13:0x50de92981cc13c8a,"McDonald's, 2444 Notre Dame Blvd, Chico, CA 95928",3.3,39.716567999999995,-121.795763,McDonald's,Food & Beverage,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",Open ⋅ Closes 11PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80832896574a2f13:0x50de92981cc13c8a?authuser=-1&hl=en&gl=us,1138,1.0,Food & Beverage,California,Chico,['Fast food restaurant' 'Breakfast restaurant' 'Coffee shop']
0x80eeab3c0be889c1:0xa994a9ff185821c3,"Ostrichland USA, 610 E Hwy 246, Solvang, CA 93463",4.6,34.6062504,-120.1765736,Ostrichland USA,Other,"Ranch where big birds roam & people can buy cups of food to feed them, with gift shop & fresh eggs.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80eeab3c0be889c1:0xa994a9ff185821c3?authuser=-1&hl=en&gl=us,2793,,Other,California,other,['Wildlife refuge']
0x80db8aafe3e4b4a7:0x125d92cba69ef3ec,"Bowlero San Marcos, 945 W San Marcos Blvd, San Marcos, CA 92069",4.2,33.13395,-117.18572999999999,Bowlero San Marcos,Food & Beverage,,Closed ⋅ Opens 4PM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db8aafe3e4b4a7:0x125d92cba69ef3ec?authuser=-1&hl=en&gl=us,1074,,Food & Beverage,California,San Marcos,['Bowling alley' 'Bar & grill' 'Event venue']
0x80db1bc528acc4a1:0x446657cdcfd95e6b,"Billy Reed's Palm Springs, 1800 N Palm Canyon Dr, Palm Springs, CA 92262",4.6,33.845927599999996,-116.5464107,Billy Reed's Palm Springs,Food & Beverage,Old-school spot serves ample portions of American chow amid quirky decor including a koi pond.,Closed ⋅ Opens 8AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db1bc528acc4a1:0x446657cdcfd95e6b?authuser=-1&hl=en&gl,2428,2.0,Food & Beverage,California,Palm Springs,['American restaurant' 'Bakery' 'Restaurant']
0x80c2ba29fe6e6139:0xcb02dea1ed2ffb5e,"Trader Joe's, 9290 Culver Blvd, Culver City, CA 90232",4.6,34.0252255,-118.3929931,Trader Joe's,"Retail, Healthcare, Food & Beverage","Grocery chain with a variety of signature items, plus produce, dairy & more (most sell wine & beer).",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ba29fe6e6139:0xcb02dea1ed2ffb5e?authuser=-1&hl=en&gl=us,1524,2.0,Food & Beverage,California,Culver City,['Grocery store' 'Cheese shop' 'Florist']
0x80dd29c1b6432421:0x1cbba366b8ee9a3c,"Mexi-Casa Mexican Food, 1778 W Lincoln Ave, Anaheim, CA 92801",4.3,33.8321639,-117.9446694,Mexi-Casa Mexican Food,Food & Beverage,"Mexican grub includes chiles rellenos, combination platters, margaritas & more, with booth seats.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd29c1b6432421:0x1cbba366b8ee9a3c?authuser=-1&hl=en&gl=us,1238,1.0,Food & Beverage,California,Anaheim,['Mexican restaurant']
0x80c2cb45948b3c61:0x30fd49841d3a07c7,"The Home Depot, 101 Towne Center Dr, Compton, CA 90220",4.3,33.8800223,-118.2220948,The Home Depot,"Finance & Legal, Retail","Chain home improvement retailer for tools, appliances & other products (some offer truck rentals).",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cb45948b3c61:0x30fd49841d3a07c7?authuser=-1&hl=en&gl=us,1616,1.0,Retail,California,Compton,['Home improvement store' 'Appliance store' 'Bathroom supply store']
0x80dcd8a94ea330e7:0x8d66acc3edb9c1c1,"The Observatory, 3503 S Harbor Blvd, Santa Ana, CA 92704",4.5,33.699631,-117.91770509999999,The Observatory,Other,"Live music venue draws crowds with popular rock, alternative, jazz & blues acts, plus food.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd8a94ea330e7:0x8d66acc3edb9c1c1?authuser=-1&hl=en&gl=us,2723,,Other,California,Santa Ana,['Live music venue' 'Concert hall' 'Event venue']
0x80c2ca9e519bf875:0x8d115ea63f3f083b,"El Pollo Inka Gardena Peruvian Restaurant & Nightclub, 1425 Artesia Blvd, Gardena, CA 90248",4.1,33.8736029,-118.3007937,El Pollo Inka Gardena Peruvian Restaurant & Nightclub,Food & Beverage,"Part of a local chain, this mural-decorated Peruvian restaurant is known for its rotisserie chicken.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ca9e519bf875:0x8d115ea63f3f083b?authuser=-1&hl=en&gl=us,1771,2.0,Food & Beverage,California,Gardena,"['Peruvian restaurant' 'Catering food and drink supplier'
 'Chicken restaurant']"
0x80c2c8edfbf77ccd:0xaed0535dcce89a5e,"Alameda Swap Meet, 4501 S Alameda St, Los Angeles, CA 90058",4.3,34.0023724,-118.2402767,Alameda Swap Meet,Retail,"Old-school flea market features an eclectic range of vendors selling clothing, wares, fare & beyond.",Closed ⋅ Opens 10AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c8edfbf77ccd:0xaed0535dcce89a5e?authuser=-1&hl=en&gl,5856,,Retail,California,Los Angeles,['Flea market']
0x80c2d4956c468b3d:0xaa5ff62c262fe408,"Whittwood Town Center, 15466 Whittier Blvd, Whittier, CA 90603",4.4,33.9434399,-117.995657,Whittwood Town Center,Retail,"Large shopping plaza featuring big-box retailers, fast-food chains, restaurants & a grocery store.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d4956c468b3d:0xaa5ff62c262fe408?authuser=-1&hl=en&gl=us,2927,,Retail,California,Whittier,['Shopping mall']
0x80c280f9c61f1d0f:0xd353fec7ad9d4f90,"Camping World of Valencia, 24901 Pico Canyon Rd, Stevenson Ranch, CA 91381",4.3,34.3812806,-118.5695497,Camping World of Valencia,"Service, Retail","Chain operation for accessories & repair services, plus other camping equipment.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c280f9c61f1d0f:0xd353fec7ad9d4f90?authuser=-1&hl=en&gl=us,1120,,Retail,California,other,['RV dealer' 'RV repair shop' 'RV supply store']
0x809050178d00c439:0x5dd3e975c6f80406,"In-N-Out Burger, 3900 Pelandale Ave, Modesto, CA 95356, United States",4.6,37.699819399999996,-121.06758669999999,In-N-Out Burger,Food & Beverage,"Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.",Closed ⋅ Opens 10:30AM,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809050178d00c439:0x5dd3e975c6f80406?authuser=-1&hl=en&gl=ae,1779,1.0,Food & Beverage,California,Modesto,['Hamburger restaurant' 'American restaurant' 'Diner']
0x80ecf0d950792e09:0xcfe2ecee29186272,"Sunset Drive-In, 255 Elks Ln, San Luis Obispo, CA 93401",4.6,35.258378199999996,-120.6730261,Sunset Drive-In,Other,"Family-friendly, large-screen movie venue with concession stand, showing 2 new releases nightly.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ecf0d950792e09:0xcfe2ecee29186272?authuser=-1&hl=en&gl=us,1152,,Other,California,other,['Drive-in movie theater' 'Movie theater' 'Tourist attraction']
0x80dd21aa70edba55:0x22a8f0e5d63bdf28,"Huntington State Beach, 21601 Pacific Coast Hwy, Huntington Beach, CA 92646",4.6,33.6380444,-117.97361219999999,Huntington State Beach,Nature & Outdoor,"A popular surfing destination, this sandy 121-acre beach also offers a 8.5-mi. paved trail.",N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd21aa70edba55:0x22a8f0e5d63bdf28?authuser=-1&hl=en&gl=us,5356,,Nature & Outdoor,California,Huntington Beach,['State park' 'Tourist attraction']
0x80dc0c5cd0ca5977:0x5a9c87ea90f5ebd8,"Handel's Homemade Ice Cream, 90 N Coast Hwy 101 #101, Encinitas, CA 92024",4.8,33.049034299999995,-117.2944888,Handel's Homemade Ice Cream,Food & Beverage,This chain scoops ice cream & frozen yogurt (including fat-free options) in a variety of flavors.,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc0c5cd0ca5977:0x5a9c87ea90f5ebd8?authuser=-1&hl=en&gl=us,1268,1.0,Food & Beverage,California,other,['Ice cream shop' 'Catering food and drink supplier']
0x80c33440a24b7d2b:0x80a2e53ba90975f8,"Walmart Supercenter, 1290 E Ontario Ave, Corona, CA 92881",4.0,33.8459825,-117.54133089999999,Walmart Supercenter,Retail,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c33440a24b7d2b:0x80a2e53ba90975f8?authuser=-1&hl=en&gl=us,3323,1.0,Retail,California,Ontario,['Department store' 'Clothing store' 'Craft store']
0x80dcae47529b195d:0x65af0626f8b138f2,"Regency University Village 10, 1201 University Ave, Riverside, CA 92507",4.3,33.976988399999996,-117.3378833,Regency University Village 10,Service,,N/A,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcae47529b195d:0x65af0626f8b138f2?authuser=-1&hl=en&gl=us,1361,,Service,California,Riverside,['Movie theater' 'Theater company']
